A T phi m0
1.505669231812436282e+00 1.005296266173810835e+02 1.011979343240787754e+00 1.504959476038560950e+01
1.553186456331707266e+00 1.008746480543170634e+02 1.057735241222786282e+00 1.503460073915167072e+01
1.561437205719090171e+00 1.004157106377136728e+02 9.758774651437770453e-01 1.495495805482516083e+01
1.429344053662851000e+00 1.004488263163571276e+02 9.720065041796263072e-01 1.504660624058728047e+01
1.612325487145148006e+00 1.004226774725021158e+02 1.031999875537787936e+00 1.499819491564212015e+01
1.560077876087953674e+00 1.010363144335420174e+02 1.171035435148488624e+00 1.507498601797353466e+01
1.623834014785921820e+00 1.007624519624046542e+02 1.093811946930048906e+00 1.506632841459573058e+01
1.513622617770156165e+00 1.019007500171550902e+02 1.127437871370259304e+00 1.505970750146711623e+01
1.662961531592479059e+00 9.922428818894368874e+01 8.981598810238813346e-01 1.518662474601454448e+01
1.582834826076952250e+00 1.002046927737968360e+02 9.357784117228165055e-01 1.510081499508526193e+01
1.468162770352598567e+00 1.000731416777752827e+02 9.217796998014344823e-01 1.505599317817059912e+01
1.619858369899565886e+00 1.001437827271440568e+02 1.056757647774498432e+00 1.511999568776221992e+01
1.533967169503815065e+00 9.997073128922158958e+01 1.032323650317504393e+00 1.505538633215667765e+01
1.589713721802401558e+00 1.002128649172950077e+02 9.834528589651675423e-01 1.512798414863680030e+01
1.451054031724224647e+00 1.015085286049438338e+02 1.096318537288466732e+00 1.499755742426207306e+01
1.568280090705390428e+00 9.916075662360982790e+01 8.958693129179111647e-01 1.513155423286602286e+01
1.505391364736198057e+00 1.007930009331478800e+02 1.092870816737554041e+00 1.505993251491737794e+01
1.537287969541407673e+00 1.010103502041209822e+02 1.051456963379474141e+00 1.501015859105443795e+01
1.595249012681390077e+00 1.007832261908523037e+02 1.095247860602410528e+00 1.498726695011343324e+01
1.547003152601496900e+00 1.006144119610316494e+02 1.065875865367219788e+00 1.499424216146980626e+01
1.415871913839913621e+00 1.006708767024112774e+02 1.012838501176113182e+00 1.499228542169679024e+01
1.625742279443386895e+00 9.919715691581122030e+01 9.184180739895323464e-01 1.498100298000442621e+01
1.514397321783346406e+00 1.022630811838590716e+02 1.253201101997102995e+00 1.499119696321031370e+01
1.579652370348310519e+00 1.016370247262744329e+02 1.213434503160174538e+00 1.506612396077862748e+01
1.679783279615618241e+00 1.001474116611088050e+02 9.651745750418044834e-01 1.496831998362507576e+01
1.692731062205187431e+00 1.001459553186638516e+02 1.004452301943348003e+00 1.508492010071719847e+01
1.527508614790033192e+00 9.924658619586074337e+01 8.289983355608767646e-01 1.502769775578587286e+01
1.476479226949221291e+00 1.012532040785563368e+02 1.106019801090232679e+00 1.502806531064969420e+01
1.560044663697250700e+00 1.003550515126512011e+02 1.065040659488687202e+00 1.503532472848981172e+01
1.638314891839802279e+00 9.993323143738449232e+01 9.221129273200975307e-01 1.499554104723982029e+01
1.570949281429262934e+00 1.006258114803563473e+02 1.115550131582495164e+00 1.502023511477003481e+01
1.488979273737163656e+00 9.939463676239007839e+01 8.600034237966514006e-01 1.502158542031515154e+01
1.566101688083032073e+00 1.004547764598222130e+02 1.067187547202117504e+00 1.508284218458361892e+01
1.576102091773526670e+00 1.004267884630482826e+02 1.021903266401649191e+00 1.504139244093520666e+01
1.532324463928821157e+00 1.008939428758963999e+02 1.143760402157406375e+00 1.505850278773630535e+01
1.656081452775650442e+00 1.003788487607772026e+02 1.041708655075574752e+00 1.494301783641593495e+01
1.530351422569637077e+00 1.008712992937008295e+02 1.093929164211777882e+00 1.505192962700908588e+01
1.653302710777612816e+00 9.911524269204903703e+01 8.390115479932552800e-01 1.500646772014939145e+01
1.597301199940195149e+00 1.009837497388516425e+02 1.147992274217400244e+00 1.510269228688334309e+01
1.677630743218922582e+00 1.012944040021061483e+02 1.159641782160633294e+00 1.494023622197746803e+01
1.541430209575411769e+00 9.931264249367166030e+01 9.024696767585683732e-01 1.507551873615707905e+01
1.620022938306983740e+00 1.007870819986529369e+02 1.133486443646047892e+00 1.499218144976239309e+01
1.669016188622185481e+00 1.000726840183740904e+02 9.527268211278446808e-01 1.502771083375985306e+01
1.638287770386863684e+00 1.003717897691177541e+02 1.024103455470583679e+00 1.505215902202428779e+01
1.600659635214915610e+00 1.000671274091700269e+02 9.237187199636840429e-01 1.504662289844159417e+01
1.504369228209777809e+00 9.990755754906874131e+01 9.149802675327999291e-01 1.506124301188350856e+01
1.646479876533682551e+00 1.002512793969821274e+02 1.064786626049758489e+00 1.505385045440192826e+01
1.564066693968985788e+00 1.008088122537533167e+02 1.061762639201740743e+00 1.507002004958745900e+01
1.505786094355629379e+00 1.018223579573547255e+02 1.205459649356134033e+00 1.504050804230920590e+01
1.562396060164128020e+00 1.011740024439428964e+02 1.100421217257267603e+00 1.508263420819569234e+01
1.726764196357642778e+00 9.943505648388810414e+01 9.925990052010843501e-01 1.505956100587653523e+01
1.641579276707642254e+00 1.012577166181893062e+02 1.184060333876707727e+00 1.496282694520543188e+01
1.619109790868818566e+00 9.907470881212985603e+01 8.928441206539262653e-01 1.510283854636963596e+01
1.455159238257069942e+00 9.950159667027136834e+01 8.878833980661966496e-01 1.501548785614335202e+01
1.532636140221665721e+00 9.949566859143747877e+01 9.706182465543516935e-01 1.510277176222444417e+01
1.514397321783346406e+00 1.022630811838590716e+02 1.253201101997102995e+00 1.499119696321031370e+01
1.554464337390940143e+00 9.991424250198508616e+01 9.209511058694935803e-01 1.515688878231126679e+01
1.633853310535440251e+00 1.002766340163053371e+02 9.297159697255823474e-01 1.507064369427766337e+01
1.644045682348332926e+00 1.004877170153287551e+02 1.035290144685860891e+00 1.506123892247464902e+01
1.452439668570718601e+00 1.013561195703027522e+02 1.111327137936611864e+00 1.506557706328314339e+01
1.604913114396593787e+00 9.969614644990393515e+01 9.600102733005633215e-01 1.506984159559052827e+01
1.517326608341896588e+00 9.928285458214593007e+01 9.052428775656193860e-01 1.506140129190557886e+01
1.599525013385361127e+00 1.009291391531060498e+02 1.185685183405637666e+00 1.501443666435404900e+01
1.549601400627464987e+00 1.008992340772147713e+02 1.073953729058117812e+00 1.510475536034747712e+01
1.564883622978671784e+00 9.914697772923889829e+01 9.114979224925428003e-01 1.497222715175258401e+01
1.507906453124648438e+00 1.001577460814289537e+02 9.700533431393782990e-01 1.505440180908062686e+01
1.502941900349439308e+00 1.005758112483156026e+02 1.097662402707925811e+00 1.513045769738055846e+01
1.583947295800677946e+00 1.000318278135616907e+02 1.004939124755834134e+00 1.505486205492004714e+01
1.548703142358209384e+00 1.003279970293990715e+02 1.059497240427174081e+00 1.508411146054929297e+01
1.559262052632152784e+00 9.872251902310873106e+01 9.553822879048979866e-01 1.503042008481456193e+01
1.549512921221567918e+00 1.002246480121549155e+02 1.009405388826269512e+00 1.505112428448904716e+01
1.695857584861422129e+00 9.956390131713320102e+01 8.823793103342782995e-01 1.517450746777895176e+01
1.574437337228921097e+00 1.011488046341981573e+02 1.140584031616725502e+00 1.505785988392171149e+01
1.566859844136998081e+00 1.010625519196201765e+02 1.100697703489163404e+00 1.506153407728002236e+01
1.528206846520911100e+00 1.014267627542145931e+02 1.140134615979371935e+00 1.504014593737742445e+01
1.367435731626615691e+00 1.017438595496691676e+02 1.195605728511823340e+00 1.507490737273013970e+01
1.651102199161995854e+00 1.016413990178633355e+02 1.225736467212274139e+00 1.502791308196888309e+01
1.643359066734278562e+00 9.929053153320391800e+01 9.849034960027907015e-01 1.506571153170999366e+01
1.591236840414292697e+00 1.012114489996364881e+02 1.092962123480130332e+00 1.508024034503396571e+01
1.525616765381888618e+00 1.004752282158596870e+02 1.093973446849208386e+00 1.509708490874386655e+01
1.539425514759792613e+00 1.005396699841481620e+02 1.078324581652762015e+00 1.508395876858343598e+01
1.604846999301202892e+00 9.957342620719569481e+01 9.453218887347528687e-01 1.503724858287878163e+01
1.534442362652302272e+00 1.013886536363202424e+02 1.210211083052863401e+00 1.493746891151260314e+01
1.554479653034687825e+00 1.011030250870725382e+02 1.131631882945122403e+00 1.513252087555244962e+01
1.640097723785970629e+00 1.015180635761474122e+02 1.173216651650630826e+00 1.494431827179281314e+01
1.537287969541407673e+00 1.010103502041209822e+02 1.051456963379474141e+00 1.501015859105443795e+01
1.575440446612283996e+00 1.006662356219083279e+02 1.009336608724685336e+00 1.506558140540783697e+01
1.514818776009197787e+00 1.020828918707401414e+02 1.314807494522062248e+00 1.506830076929521312e+01
1.647715829975457957e+00 9.993347684644582785e+01 9.767581457527572120e-01 1.506419631907016488e+01
1.464558726832774216e+00 1.001594566681056335e+02 9.293858164882191630e-01 1.504946033482948842e+01
1.558825212644525005e+00 1.002709861755394058e+02 9.495975732258312707e-01 1.512472949232668284e+01
1.670897375208771241e+00 9.943553450912692426e+01 9.015891857199034298e-01 1.507168927394340763e+01
1.592532119693605974e+00 9.927653250337030499e+01 8.423953052827696242e-01 1.512837277691145665e+01
1.575440446612283996e+00 1.006662356219083279e+02 1.009336608724685336e+00 1.506558140540783697e+01
1.502569551673183179e+00 9.956446731724133770e+01 9.351913325827460044e-01 1.498469117643158910e+01
1.440859119230966545e+00 1.002997850535041238e+02 9.837342902454710991e-01 1.500767094387298783e+01
1.707439238864846942e+00 1.007524955178093506e+02 1.159705244986553030e+00 1.511597268786641024e+01
1.592154290075002754e+00 1.006468607270595612e+02 1.117243918262978086e+00 1.503360440129566200e+01
1.553458284256910238e+00 1.009928827659786634e+02 1.143608470313504322e+00 1.504660524876320338e+01
1.533636415044384638e+00 9.933344589214739528e+01 8.910250654173327289e-01 1.498955114348050266e+01
1.504610885215400096e+00 1.010257444032230723e+02 1.089302193547496245e+00 1.517930553122325676e+01
1.528100425746387714e+00 9.960405929762542598e+01 1.022530931942094767e+00 1.512816794317157765e+01
1.580555422089272355e+00 9.982857006500928776e+01 9.690910334866191800e-01 1.505609828215050605e+01
1.598441932289904166e+00 1.000263588964778165e+02 9.783189695238283523e-01 1.509325590081691004e+01
1.620625273352808815e+00 9.906733916042202281e+01 8.845235782685642034e-01 1.501888431287492764e+01
1.677517978632604434e+00 1.005189692658573932e+02 1.056359748286854749e+00 1.511297713123377662e+01
1.436495076485371669e+00 1.004456283228346507e+02 1.058128853572795292e+00 1.500009471533858729e+01
1.584694615738098333e+00 1.002282070014143329e+02 1.007908501854293259e+00 1.494857662175706103e+01
1.557026239182125460e+00 9.996245380779572542e+01 9.946857164370832560e-01 1.503408416051677143e+01
1.620235010595416192e+00 1.013456064303944402e+02 1.132425782890207122e+00 1.503827382608760743e+01
1.463664722323420264e+00 9.851249163860536839e+01 8.518257107986859644e-01 1.505582150529827246e+01
1.514078808115389752e+00 9.964671427010917171e+01 9.043310373996940044e-01 1.500904525775365883e+01
1.577779481352988622e+00 9.904132552013625457e+01 9.064192240095566566e-01 1.501601201887734049e+01
1.635703928166644783e+00 9.918741222046453743e+01 9.423131875723858020e-01 1.503650529276257686e+01
1.634461974551300711e+00 1.005578539877772073e+02 1.134761462892142969e+00 1.518310053923764968e+01
1.465837404035864155e+00 1.001547044374345745e+02 9.959849682887870204e-01 1.507652376248948656e+01
1.503498681059929787e+00 9.929081053051046979e+01 9.046918843690251455e-01 1.507221982804785476e+01
1.583237445791715103e+00 9.901773526415588833e+01 8.186709572751235120e-01 1.503906511145573255e+01
1.550513923461559695e+00 9.992315616118500543e+01 1.014377165532641012e+00 1.509664239716399692e+01
1.606330746229013062e+00 9.983552422633000845e+01 1.020126874372090597e+00 1.508956023854813822e+01
1.429754253364118544e+00 9.834232110472188992e+01 8.371031432366401459e-01 1.504957744364356742e+01
1.582668558738318243e+00 9.922715504062165337e+01 9.474882244988921398e-01 1.506054031359794010e+01
1.312506942940315557e+00 1.005902998218385846e+02 1.096008621137791073e+00 1.509596999562330311e+01
1.663085584422072216e+00 1.003705565829938422e+02 1.047607122849865124e+00 1.500330672917310615e+01
1.535263385990966789e+00 1.006094806143376985e+02 1.032048176167254416e+00 1.494450007658763369e+01
1.692002659978847579e+00 1.002087962148971627e+02 1.062334348668342754e+00 1.509432228159302269e+01
1.537381038303440750e+00 1.003993858743626504e+02 1.061939950209225936e+00 1.502969072194569478e+01
1.646595824951474718e+00 9.958643232326606665e+01 9.548178009342153105e-01 1.502882718204710955e+01
1.513051162698930252e+00 1.014484084986648327e+02 1.165348608054083135e+00 1.501239791458142747e+01
1.587624150616533836e+00 9.930811563589028879e+01 8.887729285008728608e-01 1.512640078677554101e+01
1.504336643743777291e+00 1.002282271284755808e+02 9.932515157281288642e-01 1.495961503463214015e+01
1.569495909718911175e+00 9.964970940528974097e+01 9.750963133835895968e-01 1.504775954072384891e+01
1.571490094565616724e+00 9.868460907776713498e+01 7.890633489079293961e-01 1.492576752039749444e+01
1.671462593083443249e+00 9.976531030925229970e+01 1.011839567907127035e+00 1.500447802088094207e+01
1.589929004008228564e+00 1.007021848173160521e+02 1.082800198411691950e+00 1.513903354737022511e+01
1.623269394625166617e+00 9.999402310909934499e+01 9.942942603890304598e-01 1.506407849918823771e+01
1.505099578583902087e+00 1.006045697125110081e+02 1.030560613044905205e+00 1.504276715712719437e+01
1.613913746772322799e+00 1.010644841281541488e+02 1.075909038082720537e+00 1.504464536838604971e+01
1.420256600512511458e+00 1.023758859107593082e+02 1.274677046641543576e+00 1.499872940606535465e+01
1.448410527580076490e+00 9.937628783140441158e+01 9.357282319810306115e-01 1.503643326920477996e+01
1.573652410307226690e+00 1.006135376769144187e+02 1.072994559221558619e+00 1.504925471359179667e+01
1.531470571212393494e+00 9.961095693851032706e+01 9.299415619031027314e-01 1.509170459387017971e+01
1.520879677539375363e+00 1.006332110384079073e+02 1.033653008957734043e+00 1.496520019165820514e+01
1.667198799677119814e+00 1.005361362656695832e+02 1.055425315807110298e+00 1.498694132537223567e+01
1.573262248015079079e+00 1.007396932913337082e+02 1.112418567345239584e+00 1.506586290067307132e+01
1.451225575546852831e+00 1.003790499201576267e+02 1.052758808389507861e+00 1.494494677233653235e+01
1.669016188622185481e+00 1.000726840183740904e+02 9.527268211278446808e-01 1.502771083375985306e+01
1.505669231812436282e+00 1.005296266173810835e+02 1.011979343240787754e+00 1.504959476038560950e+01
1.588304317886262806e+00 9.961536565998855508e+01 9.343665107922107804e-01 1.506631362707805266e+01
1.627735893349083085e+00 1.012261015650668696e+02 1.226121356525646577e+00 1.516634253837541735e+01
1.542147068002077681e+00 9.857375427869952489e+01 8.500121084550479322e-01 1.512334127037381748e+01
1.582734927970919525e+00 9.955106339616362732e+01 1.020656714910065821e+00 1.505932910556881232e+01
1.620022938306983740e+00 1.007870819986529369e+02 1.133486443646047892e+00 1.499218144976239309e+01
1.663085584422072216e+00 1.003705565829938422e+02 1.047607122849865124e+00 1.500330672917310615e+01
1.523681307260242646e+00 1.001572751325591639e+02 1.016856279106843619e+00 1.499230471394306008e+01
1.566684518333053777e+00 1.002370526795415486e+02 1.096689658710883419e+00 1.507869096958480704e+01
1.538476075159427081e+00 9.986663488435362979e+01 8.722831169760774106e-01 1.516289815593894552e+01
1.645177909897272084e+00 9.979489239136046308e+01 1.025727283116051991e+00 1.508230909071351356e+01
1.628637602861050304e+00 1.011096325811764132e+02 1.143723968891199538e+00 1.496395386803224170e+01
1.564762178166968276e+00 1.001298861349190048e+02 9.730999256363359606e-01 1.501451813065816410e+01
1.517326608341896588e+00 9.928285458214593007e+01 9.052428775656193860e-01 1.506140129190557886e+01
1.529339633840270274e+00 9.813027715090554182e+01 6.830849482514987914e-01 1.510395718373160534e+01
1.587911449896680871e+00 9.933396655531534236e+01 9.237446544613476807e-01 1.513649243649686937e+01
1.592154290075002754e+00 1.006468607270595612e+02 1.117243918262978086e+00 1.503360440129566200e+01
1.376556856920744032e+00 1.001352652446784930e+02 9.377572744139452965e-01 1.496124559108479701e+01
1.445827341191123994e+00 1.009324049737456903e+02 1.168517325764174553e+00 1.502989806069444967e+01
1.370588787046437496e+00 1.011179971926654844e+02 1.144892840415591140e+00 1.503928352354510878e+01
1.482398345474304602e+00 9.970111092856613766e+01 9.414615432650945692e-01 1.502172291714916952e+01
1.641151210642468383e+00 9.903200968427668727e+01 8.243044671174938332e-01 1.513322084704035575e+01
1.615986338655630572e+00 1.003398950003740566e+02 1.078491456855936281e+00 1.512224981061075013e+01
1.521610506069643876e+00 1.000192354338994960e+02 9.824429240313797829e-01 1.511092676088127540e+01
1.624084547204507345e+00 1.006850599420749575e+02 1.062101932960214601e+00 1.501211271904486821e+01
1.680094951510713530e+00 1.011829326299987599e+02 1.148668270088745613e+00 1.503114250571335297e+01
1.510182519117347244e+00 1.011492879120361579e+02 1.081515874146795841e+00 1.501302895277278360e+01
1.595924612294274514e+00 9.943988463119187315e+01 9.586453399074176263e-01 1.511137732869035233e+01
1.604974353391623421e+00 9.866022887150282372e+01 8.694538910857529945e-01 1.514740637978278137e+01
1.551586682299468611e+00 1.003005536156416042e+02 9.977150258541200856e-01 1.492371324949287725e+01
1.566859844136998081e+00 1.010625519196201765e+02 1.100697703489163404e+00 1.506153407728002236e+01
1.634557609291274582e+00 9.900750746162221105e+01 8.701163441927698416e-01 1.509956921582408995e+01
1.498778869166814909e+00 1.017098134925252140e+02 1.266410283086263133e+00 1.499062757194385931e+01
1.636315193911337840e+00 1.001544335362459606e+02 9.855427008823538504e-01 1.503501995640769984e+01
1.554816062062041482e+00 1.002701170898477159e+02 1.059028465626408844e+00 1.511027476720678209e+01
1.514078808115389752e+00 9.964671427010917171e+01 9.043310373996940044e-01 1.500904525775365883e+01
1.525582356223735392e+00 1.006544329536881008e+02 1.074078204040529227e+00 1.501659992255285303e+01
1.638805688925608184e+00 1.012909750177882984e+02 1.143521371488900762e+00 1.505996721822969242e+01
1.489498245233458640e+00 1.005953012874297485e+02 1.134857753659358703e+00 1.504087808943241455e+01
1.558017645045824073e+00 1.000788239074655905e+02 1.053666565542466627e+00 1.507054218311335703e+01
1.485271004563273101e+00 1.003229558259921959e+02 9.465523302159756236e-01 1.505998073415207195e+01
1.495918513443226683e+00 9.975706644581953242e+01 9.210515671440958618e-01 1.502132655644540016e+01
1.483771709821688933e+00 9.947082246819486784e+01 9.538592473436287023e-01 1.507556757818097282e+01
1.627438672035483425e+00 1.006585315316365694e+02 1.088329281577332663e+00 1.508595877921745654e+01
1.646740671146948776e+00 1.003258731354570585e+02 1.026433808988368668e+00 1.501956577948577554e+01
1.685802652994191853e+00 9.909230650810992813e+01 8.879890784695725348e-01 1.512184294538720053e+01
1.573185461557417453e+00 9.913310461945252428e+01 8.826638368502073284e-01 1.508880498857674368e+01
1.606519913347703721e+00 1.011355863164622662e+02 1.199451705673740820e+00 1.506905426903524869e+01
1.348618524872413182e+00 1.017979922302620679e+02 1.232592076564861250e+00 1.507478692530056819e+01
1.594554205173471129e+00 1.001096097940800433e+02 9.833462240447254921e-01 1.499705751979017521e+01
1.589469227832566611e+00 1.022811564601806253e+02 1.319081291719202742e+00 1.502383134505829787e+01
1.564290053662894975e+00 1.012099572786164998e+02 1.063646764628894070e+00 1.506724316536057984e+01
1.503964413736595951e+00 1.008051862205502260e+02 1.108212058960664992e+00 1.505285921120305659e+01
1.523567666304371571e+00 1.011515703514585880e+02 1.108461610092409622e+00 1.499971113755968588e+01
1.656761735771639543e+00 1.010156146991626827e+02 1.062618162089675966e+00 1.505992787814256850e+01
1.646664778616896196e+00 1.009171595502639178e+02 1.128273531581434064e+00 1.506501283469900088e+01
1.475914879257427259e+00 1.021394922074337330e+02 1.274088496961728545e+00 1.509658575148104376e+01
1.510404111691368456e+00 9.912660779747844231e+01 8.809216537202037012e-01 1.504028711741855595e+01
1.643614720932124573e+00 9.973543459207617445e+01 9.389325886941418675e-01 1.496919544914089073e+01
1.648694904885404711e+00 9.869712698444286048e+01 8.613760222227916374e-01 1.513196226783208331e+01
1.607135364397310751e+00 1.017265194817252052e+02 1.271322438212968198e+00 1.505501199866593964e+01
1.611896825190048066e+00 1.010190617770255557e+02 1.113183833019841140e+00 1.500815277163112604e+01
1.494829726906133471e+00 1.006083396338846825e+02 1.023157074977213643e+00 1.497347051286508268e+01
1.548020339745610485e+00 1.008527666879322169e+02 1.116618047244304357e+00 1.504380704575781458e+01
1.478963525351765895e+00 1.012638690302985935e+02 1.181688079219576082e+00 1.503404549560046100e+01
1.482745203319602467e+00 1.017181211903083522e+02 1.179813945606503323e+00 1.500211283821117547e+01
1.593105756029599362e+00 1.001632741424307795e+02 1.090235348793581194e+00 1.508521494132231133e+01
1.633644498472222262e+00 9.825847762454220913e+01 7.599386445103432086e-01 1.505328869866482755e+01
1.572190327871743065e+00 1.001781894493459930e+02 9.977628353805214623e-01 1.500506518738420780e+01
1.480581370372143990e+00 1.000293729751053036e+02 1.019816576353669069e+00 1.500107870993564418e+01
1.380785491682939181e+00 1.030892528530473413e+02 1.322516496666467756e+00 1.500472451522431783e+01
1.626698590042178427e+00 1.002739027311167490e+02 1.033968162366203147e+00 1.501165465507032692e+01
1.586438901059219697e+00 9.979117809144403850e+01 9.670374235295473575e-01 1.508775573116471946e+01
1.669016188622185481e+00 1.000726840183740904e+02 9.527268211278446808e-01 1.502771083375985306e+01
1.529608067211608136e+00 1.011329263510279759e+02 1.159952055770274271e+00 1.507398972373115242e+01
1.623969177674660536e+00 9.987647274812695741e+01 9.449165853384752234e-01 1.503093538153983921e+01
1.578696680991892087e+00 1.008037371527499459e+02 1.099757825905202546e+00 1.495201678785274169e+01
1.666852721628874434e+00 1.006440124445223461e+02 1.146339660445501174e+00 1.504810759134603160e+01
1.507153572931224872e+00 1.010632951851200687e+02 1.104499108594145573e+00 1.518387292892921536e+01
1.572740830862851436e+00 1.007562442139895609e+02 1.161263904378323275e+00 1.503890519702873796e+01
1.447207753664565555e+00 1.016214286391079042e+02 1.159098249425339677e+00 1.498874870146887872e+01
1.538988379417682406e+00 9.972080020028511171e+01 9.879805554638497744e-01 1.506343809754168817e+01
1.646483365214083339e+00 1.000933879912538345e+02 1.041119172532242176e+00 1.501396942164252124e+01
1.475669069836623937e+00 1.009126806501865872e+02 1.069154213495288941e+00 1.501563079260729694e+01
1.638805688925608184e+00 1.012909750177882984e+02 1.143521371488900762e+00 1.505996721822969242e+01
1.574745069793228147e+00 1.001103831445608847e+02 1.050109928119838498e+00 1.508842136487058383e+01
1.582668558738318243e+00 9.922715504062165337e+01 9.474882244988921398e-01 1.506054031359794010e+01
1.586420541972946907e+00 9.894205714849388755e+01 8.895323284755719540e-01 1.505159200071812364e+01
1.616610226667267503e+00 1.005459241424328951e+02 1.067779957074414643e+00 1.508705543875490918e+01
1.499142241843117063e+00 9.887962726610732034e+01 8.706672211043567922e-01 1.502838164948513011e+01
1.641378244301138434e+00 1.010657177037644345e+02 1.112850797000452863e+00 1.492652669045546254e+01
1.530722682923481681e+00 9.961417321492194787e+01 8.931550725887250630e-01 1.505614743013522805e+01
1.546897019090843539e+00 1.005543581804296025e+02 1.048356840988168281e+00 1.497496867798370701e+01
1.412854632978670866e+00 1.007365682865571159e+02 1.060539013521275109e+00 1.510277307073571329e+01
1.689851485284254551e+00 9.965616061899983436e+01 9.737166697722816622e-01 1.500283463252536542e+01
1.508039322399663540e+00 9.970065273246660809e+01 9.589612918443966016e-01 1.496948400616751229e+01
1.616934388821357871e+00 1.000560997478375782e+02 1.053874690769649458e+00 1.510843303058555698e+01
1.525535246160720781e+00 9.957435452240295604e+01 8.942162087599536680e-01 1.514816909647397480e+01
1.626843475679514484e+00 1.004393483686955335e+02 1.039559343971367733e+00 1.503694225421739716e+01
1.438432269890443482e+00 9.941597415674586102e+01 9.525475464905390766e-01 1.496968981800714005e+01
1.532324463928821157e+00 1.008939428758963999e+02 1.143760402157406375e+00 1.505850278773630535e+01
1.550243059323662465e+00 1.024804291670928080e+02 1.311687036043477583e+00 1.504241168634973214e+01
1.557548760057258619e+00 9.960907575994539798e+01 8.656537883344895823e-01 1.513528545829109007e+01
1.545561792698379788e+00 1.003804819619770115e+02 9.854631970166857213e-01 1.497206236053938611e+01
1.648694904885404711e+00 9.869712698444286048e+01 8.613760222227916374e-01 1.513196226783208331e+01
1.628637602861050304e+00 1.011096325811764132e+02 1.143723968891199538e+00 1.496395386803224170e+01
1.556088391187118836e+00 1.000254056836149772e+02 1.002798144700552063e+00 1.501011623630309444e+01
1.609345655512885553e+00 1.013915974877328381e+02 1.153159043227311109e+00 1.505316236811830422e+01
1.474294464528053794e+00 9.956776301535778373e+01 9.533497004318122192e-01 1.500750997835789846e+01
1.661506564683341125e+00 9.888809285805581339e+01 8.547478170316922252e-01 1.506441481774998437e+01
1.584088036782711484e+00 1.004590870361592891e+02 1.011227909222854215e+00 1.497371020359219784e+01
1.667795986957936183e+00 1.003183961374706143e+02 1.035135495478830547e+00 1.503953904518705187e+01
1.691454390088423576e+00 1.007197746548668533e+02 1.113998841929999983e+00 1.506027842433793928e+01
1.562396060164128020e+00 1.011740024439428964e+02 1.100421217257267603e+00 1.508263420819569234e+01
1.553359978273810338e+00 1.011206391008564509e+02 1.151183932648460528e+00 1.495579859845654802e+01
1.617714749161998089e+00 1.001616770874543079e+02 1.067882696935670284e+00 1.500946766448189607e+01
1.559189475555908810e+00 1.003028225483116103e+02 1.062510754416496894e+00 1.503450517683005927e+01
1.416441145348590336e+00 9.979558772692642776e+01 9.124679556096829680e-01 1.503331225159424633e+01
1.609751665913928376e+00 9.962989645714783649e+01 9.372904113952819083e-01 1.496149471513786366e+01
1.586776448136192119e+00 9.982023825288436569e+01 9.266026882957661970e-01 1.507877465570228637e+01
1.607307236403510142e+00 1.005257936189993444e+02 1.024178104817191848e+00 1.504835342393480602e+01
1.653786335944774422e+00 1.005832383208670961e+02 1.022546068238012973e+00 1.498719939061530049e+01
1.558650215115246818e+00 1.009916980442233125e+02 1.226463959647310364e+00 1.509849457578154031e+01
1.509756529480543286e+00 1.016102145486717774e+02 1.160856549527385706e+00 1.505859644187199997e+01
1.497632994440355247e+00 1.007854803608241667e+02 1.063294652648158367e+00 1.502223848082086555e+01
1.493498390852284752e+00 1.027795329134739859e+02 1.364917107603668800e+00 1.499848903899077257e+01
1.532694316233557785e+00 1.010987579110664853e+02 1.070978520546838508e+00 1.507583235273122213e+01
1.724458061081511673e+00 9.898021522787639981e+01 9.334349721307543257e-01 1.501362029025449907e+01
1.637745140177840675e+00 1.006739507774640003e+02 1.080255752456116269e+00 1.508191045219040660e+01
1.589424354635630365e+00 1.000946461710104813e+02 1.066341119365780798e+00 1.504599645445956924e+01
1.412876751251683105e+00 1.001987863571989124e+02 9.797438094023739330e-01 1.508603851160291320e+01
1.695417517364917082e+00 9.991128600478873523e+01 1.039240419597111442e+00 1.492563126021324571e+01
1.613057609383109270e+00 9.950693076606695797e+01 9.143836848129478501e-01 1.514400256408028156e+01
1.490233278711801113e+00 9.969100377038769523e+01 9.878004356559871857e-01 1.505191189718956402e+01
1.570029868040685894e+00 9.935637091457130055e+01 9.463285760815903780e-01 1.501028414213331175e+01
1.604974353391623421e+00 9.866022887150282372e+01 8.694538910857529945e-01 1.514740637978278137e+01
1.556664132485659380e+00 1.004925460266628363e+02 1.115732965108360508e+00 1.510083274472516024e+01
1.651714184813608988e+00 9.964574845956991567e+01 9.469926639507103561e-01 1.500306881648023705e+01
1.596027130451049159e+00 9.907403998401284184e+01 8.851840357949882776e-01 1.506322846030305662e+01
1.506533171050650655e+00 1.000564264316178935e+02 9.854751091183250322e-01 1.507367919152450497e+01
1.568783755830595705e+00 9.927466681548582983e+01 8.821313945634905451e-01 1.513658816307800237e+01
1.521420858224587391e+00 1.004788683722477884e+02 1.027398701500455536e+00 1.503260254045078170e+01
1.656761735771639543e+00 1.010156146991626827e+02 1.062618162089675966e+00 1.505992787814256850e+01
1.574665670197068934e+00 9.929065009491800708e+01 8.152580909859845626e-01 1.490240283197216797e+01
